K,Dimension,Number of Points,Time,Distribution
3,3,3200,0.000104099,Uniform
4,3,3200,0.000195457,Uniform
5,3,3200,0.000154436,Uniform
6,3,3200,0.000155727,Uniform
7,3,3200,0.000201444,Uniform
8,3,3200,0.000203568,Uniform
9,3,3200,0.000242468,Uniform
10,3,3200,0.000236733,Uniform
11,3,3200,0.00026001,Uniform
1,3,6400,7.00074e-05,Uniform
2,3,6400,8.49674e-05,Uniform
3,3,6400,0.000123424,Uniform
4,3,6400,0.000146729,Uniform
5,3,6400,0.000170556,Uniform
6,3,6400,0.00018981,Uniform
7,3,6400,0.000214958,Uniform
8,3,6400,0.000245116,Uniform
9,3,6400,0.000267134,Uniform
10,3,6400,0.000417124,Uniform
11,3,6400,0.000311151,Uniform
1,3,12800,7.69199e-05,Uniform
2,3,12800,0.000120301,Uniform
3,3,12800,0.000159983,Uniform
4,3,12800,0.000213374,Uniform
5,3,12800,0.000249781,Uniform
6,3,12800,0.000272491,Uniform
7,3,12800,0.000302809,Uniform
8,3,12800,0.000350176,Uniform
9,3,12800,0.000382799,Uniform
10,3,12800,0.000429096,Uniform
11,3,12800,0.000432482,Uniform
1,3,25600,7.5956e-05,Uniform
2,3,25600,0.000137631,Uniform
3,3,25600,0.000187937,Uniform
4,3,25600,0.000261731,Uniform
5,3,25600,0.000314041,Uniform
6,3,25600,0.000324146,Uniform
7,3,25600,0.000374937,Uniform
8,3,25600,0.000450776,Uniform
9,3,25600,0.000458679,Uniform
10,3,25600,0.000487427,Uniform
11,3,25600,0.000549651,Uniform
1,3,51200,0.000102226,Uniform
2,3,51200,0.000175124,Uniform
3,3,51200,0.000244739,Uniform
4,3,51200,0.000326366,Uniform
5,3,51200,0.000398618,Uniform
6,3,51200,0.00045427,Uniform
7,3,51200,0.000637106,Uniform
8,3,51200,0.000595924,Uniform
9,3,51200,0.000667663,Uniform
10,3,51200,0.000700678,Uniform
11,3,51200,0.00076496,Uniform
1,3,102400,0.000114093,Uniform
2,3,102400,0.000167168,Uniform
3,3,102400,0.000251151,Uniform
4,3,102400,0.000341963,Uniform
5,3,102400,0.000409995,Uniform
6,3,102400,0.000465161,Uniform
7,3,102400,0.000568153,Uniform
8,3,102400,0.000670911,Uniform
9,3,102400,0.000772219,Uniform
10,3,102400,0.000786935,Uniform
11,3,102400,0.00101944,Uniform
1,3,204800,0.000268914,Uniform
2,3,204800,0.000510935,Uniform
3,3,204800,0.000614471,Uniform
4,3,204800,0.000773812,Uniform
5,3,204800,0.000907557,Uniform
6,3,204800,0.00101916,Uniform
7,3,204800,0.00116584,Uniform
8,3,204800,0.00144367,Uniform
9,3,204800,0.00155184,Uniform
10,3,204800,0.00168799,Uniform
11,3,204800,0.00176677,Uniform
1,3,409600,0.000355276,Uniform
2,3,409600,0.000459439,Uniform
3,3,409600,0.000596205,Uniform
4,3,409600,0.000753155,Uniform
5,3,409600,0.0010485,Uniform
6,3,409600,0.0010469,Uniform
7,3,409600,0.00119102,Uniform
8,3,409600,0.001444,Uniform
9,3,409600,0.00152634,Uniform
10,3,409600,0.00161735,Uniform
11,3,409600,0.00176235,Uniform
1,3,819200,0.00021211,Uniform
2,3,819200,0.000386212,Uniform
3,3,819200,0.000541071,Uniform
4,3,819200,0.000675114,Uniform
5,3,819200,0.000800076,Uniform
6,3,819200,0.000930586,Uniform
7,3,819200,0.00112892,Uniform
8,3,819200,0.00123933,Uniform
9,3,819200,0.00136213,Uniform
10,3,819200,0.00149705,Uniform
11,3,819200,0.00164499,Uniform
1,3,50,7.3098e-06,Gaussian
2,3,50,9.4667e-06,Gaussian
3,3,50,1.136e-05,Gaussian
4,3,50,1.38436e-05,Gaussian
5,3,50,2.4961e-05,Gaussian
6,3,50,1.71813e-05,Gaussian
7,3,50,1.8918e-05,Gaussian
8,3,50,2.12352e-05,Gaussian
9,3,50,2.33719e-05,Gaussian
10,3,50,2.47568e-05,Gaussian
11,3,50,2.57562e-05,Gaussian
1,3,100,1.22238e-05,Gaussian
2,3,100,1.673e-05,Gaussian
3,3,100,2.14897e-05,Gaussian
4,3,100,2.57547e-05,Gaussian
5,3,100,2.87287e-05,Gaussian
6,3,100,3.37404e-05,Gaussian
7,3,100,5.54145e-05,Gaussian
8,3,100,3.79908e-05,Gaussian
9,3,100,3.94357e-05,Gaussian
10,3,100,4.09128e-05,Gaussian
11,3,100,4.23395e-05,Gaussian
1,3,200,1.26592e-05,Gaussian
2,3,200,1.6592e-05,Gaussian
3,3,200,2.11694e-05,Gaussian
4,3,200,2.52194e-05,Gaussian
5,3,200,3.04358e-05,Gaussian
6,3,200,3.31979e-05,Gaussian
7,3,200,3.60205e-05,Gaussian
8,3,200,4.06836e-05,Gaussian
9,3,200,4.44995e-05,Gaussian
10,3,200,4.59775e-05,Gaussian
11,3,200,4.9096e-05,Gaussian
1,3,400,2.64466e-05,Gaussian
2,3,400,2.76692e-05,Gaussian
3,3,400,3.29139e-05,Gaussian
4,3,400,4.10921e-05,Gaussian
5,3,400,4.72497e-05,Gaussian
6,3,400,5.14491e-05,Gaussian
7,3,400,5.762e-05,Gaussian
8,3,400,6.36641e-05,Gaussian
9,3,400,6.91176e-05,Gaussian
10,3,400,7.28446e-05,Gaussian
11,3,400,0.000108502,Gaussian
1,3,800,2.24105e-05,Gaussian
2,3,800,3.75153e-05,Gaussian
3,3,800,4.34038e-05,Gaussian
4,3,800,5.53892e-05,Gaussian
5,3,800,6.16751e-05,Gaussian
6,3,800,6.78563e-05,Gaussian
7,3,800,0.000107005,Gaussian
8,3,800,8.81526e-05,Gaussian
9,3,800,9.3688e-05,Gaussian
10,3,800,9.85424e-05,Gaussian
11,3,800,0.000104296,Gaussian
1,3,1600,3.07029e-05,Gaussian
2,3,1600,4.86342e-05,Gaussian
3,3,1600,6.41788e-05,Gaussian
4,3,1600,8.58861e-05,Gaussian
5,3,1600,9.77525e-05,Gaussian
6,3,1600,0.00010545,Gaussian
7,3,1600,0.000114626,Gaussian
8,3,1600,0.000163192,Gaussian
9,3,1600,0.000146562,Gaussian
10,3,1600,0.00015159,Gaussian
11,3,1600,0.000195252,Gaussian
1,3,3200,4.98576e-05,Gaussian
2,3,3200,7.48855e-05,Gaussian
3,3,3200,9.27709e-05,Gaussian
4,3,3200,0.000131796,Gaussian
5,3,3200,0.000136059,Gaussian
6,3,3200,0.000144967,Gaussian
7,3,3200,0.00017755,Gaussian
8,3,3200,0.000190432,Gaussian
9,3,3200,0.000240009,Gaussian
10,3,3200,0.000220193,Gaussian
11,3,3200,0.00026377,Gaussian
1,3,6400,5.12582e-05,Gaussian
2,3,6400,8.49625e-05,Gaussian
3,3,6400,0.00012372,Gaussian
4,3,6400,0.000144168,Gaussian
5,3,6400,0.000162796,Gaussian
6,3,6400,0.000178925,Gaussian
7,3,6400,0.00020153,Gaussian
8,3,6400,0.00022921,Gaussian
9,3,6400,0.000253729,Gaussian
10,3,6400,0.000261339,Gaussian
11,3,6400,0.000281051,Gaussian
1,3,12800,0.000132731,Gaussian
2,3,12800,0.000153397,Gaussian
3,3,12800,0.000170792,Gaussian
4,3,12800,0.000221138,Gaussian
5,3,12800,0.000270449,Gaussian
6,3,12800,0.000308978,Gaussian
7,3,12800,0.000356373,Gaussian
8,3,12800,0.000386284,Gaussian
9,3,12800,0.000425757,Gaussian
10,3,12800,0.000449847,Gaussian
11,3,12800,0.000504813,Gaussian
1,3,25600,9.8309e-05,Gaussian
2,3,25600,0.000142422,Gaussian
3,3,25600,0.00019908,Gaussian
4,3,25600,0.000255988,Gaussian
5,3,25600,0.000297449,Gaussian
6,3,25600,0.000330708,Gaussian
7,3,25600,0.000381749,Gaussian
8,3,25600,0.000442262,Gaussian
9,3,25600,0.000479272,Gaussian
10,3,25600,0.000505272,Gaussian
11,3,25600,0.000546497,Gaussian
1,3,51200,0.000105502,Gaussian
2,3,51200,0.000174985,Gaussian
3,3,51200,0.000223414,Gaussian
4,3,51200,0.000287199,Gaussian
5,3,51200,0.000343883,Gaussian
6,3,51200,0.000570799,Gaussian
7,3,51200,0.000587472,Gaussian
8,3,51200,0.000537897,Gaussian
9,3,51200,0.000664178,Gaussian
10,3,51200,0.000652674,Gaussian
11,3,51200,0.000697856,Gaussian
1,3,102400,0.000196076,Gaussian
2,3,102400,0.000321825,Gaussian
3,3,102400,0.00045463,Gaussian
4,3,102400,0.000639537,Gaussian
5,3,102400,0.000683059,Gaussian
6,3,102400,0.000795373,Gaussian
7,3,102400,0.000818518,Gaussian
8,3,102400,0.000984775,Gaussian
9,3,102400,0.00110525,Gaussian
10,3,102400,0.00111607,Gaussian
11,3,102400,0.00118676,Gaussian
1,3,204800,0.000179385,Gaussian
2,3,204800,0.000314169,Gaussian
3,3,204800,0.000445635,Gaussian
4,3,204800,0.000576014,Gaussian
5,3,204800,0.000676519,Gaussian
6,3,204800,0.000765748,Gaussian
7,3,204800,0.000860062,Gaussian
8,3,204800,0.00101208,Gaussian
9,3,204800,0.0010995,Gaussian
10,3,204800,0.00115879,Gaussian
11,3,204800,0.00125333,Gaussian
1,3,409600,0.000244685,Gaussian
2,3,409600,0.000367994,Gaussian
3,3,409600,0.000489689,Gaussian
4,3,409600,0.000603826,Gaussian
5,3,409600,0.000717007,Gaussian
6,3,409600,0.000808836,Gaussian
7,3,409600,0.000840958,Gaussian
8,3,409600,0.000977413,Gaussian
9,3,409600,0.00108084,Gaussian
10,3,409600,0.00115277,Gaussian
11,3,409600,0.00127408,Gaussian
1,3,819200,0.00030505,Gaussian
2,3,819200,0.000542082,Gaussian
3,3,819200,0.000720479,Gaussian
4,3,819200,0.000964985,Gaussian
5,3,819200,0.00111322,Gaussian
6,3,819200,0.0012853,Gaussian
7,3,819200,0.00146105,Gaussian
8,3,819200,0.0017127,Gaussian
9,3,819200,0.00191073,Gaussian
10,3,819200,0.00200976,Gaussian
11,3,819200,0.00219604,Gaussian
1,4,50,1.50345e-05,Uniform
2,4,50,1.10993e-05,Uniform
3,4,50,1.34168e-05,Uniform
4,4,50,1.60157e-05,Uniform
5,4,50,1.92749e-05,Uniform
6,4,50,2.00173e-05,Uniform
7,4,50,2.38652e-05,Uniform
8,4,50,2.47618e-05,Uniform
9,4,50,2.65863e-05,Uniform
10,4,50,3.43326e-05,Uniform
11,4,50,2.63338e-05,Uniform
1,4,100,1.2628e-05,Uniform
2,4,100,1.6605e-05,Uniform
3,4,100,2.03323e-05,Uniform
4,4,100,2.49205e-05,Uniform
5,4,100,2.83272e-05,Uniform
6,4,100,3.06877e-05,Uniform
7,4,100,3.39799e-05,Uniform
8,4,100,3.82839e-05,Uniform
9,4,100,4.19482e-05,Uniform
10,4,100,4.22056e-05,Uniform
11,4,100,4.44978e-05,Uniform
1,4,200,2.59975e-05,Uniform
2,4,200,3.25807e-05,Uniform
3,4,200,3.91527e-05,Uniform
4,4,200,4.62581e-05,Uniform
5,4,200,5.17813e-05,Uniform
6,4,200,5.65889e-05,Uniform
7,4,200,6.11723e-05,Uniform
8,4,200,6.85518e-05,Uniform
9,4,200,7.3662e-05,Uniform
10,4,200,7.77829e-05,Uniform
11,4,200,9.17198e-05,Uniform
1,4,400,2.54357e-05,Uniform
2,4,400,3.45239e-05,Uniform
3,4,400,4.1581e-05,Uniform
4,4,400,5.01221e-05,Uniform
5,4,400,5.75777e-05,Uniform
6,4,400,6.30808e-05,Uniform
7,4,400,7.01604e-05,Uniform
8,4,400,7.96278e-05,Uniform
9,4,400,8.67497e-05,Uniform
10,4,400,9.11299e-05,Uniform
11,4,400,9.67125e-05,Uniform
1,4,800,2.89541e-05,Uniform
2,4,800,4.67175e-05,Uniform
3,4,800,5.72621e-05,Uniform
4,4,800,6.84415e-05,Uniform
5,4,800,7.49301e-05,Uniform
6,4,800,8.1386e-05,Uniform
7,4,800,9.08743e-05,Uniform
8,4,800,0.000105175,Uniform
9,4,800,0.000117196,Uniform
10,4,800,0.000123971,Uniform
11,4,800,0.000142818,Uniform
1,4,1600,5.11489e-05,Uniform
2,4,1600,6.87248e-05,Uniform
3,4,1600,8.57065e-05,Uniform
4,4,1600,0.000106551,Uniform
5,4,1600,0.000110739,Uniform
6,4,1600,0.000118812,Uniform
7,4,1600,0.000128793,Uniform
8,4,1600,0.000144546,Uniform
9,4,1600,0.000155249,Uniform
10,4,1600,0.000163951,Uniform
11,4,1600,0.000178647,Uniform
1,4,3200,5.02793e-05,Uniform
2,4,3200,7.34307e-05,Uniform
3,4,3200,9.11301e-05,Uniform
4,4,3200,0.000113938,Uniform
5,4,3200,0.000133544,Uniform
6,4,3200,0.000139811,Uniform
7,4,3200,0.000156493,Uniform
8,4,3200,0.000176628,Uniform
9,4,3200,0.000189694,Uniform
10,4,3200,0.000223108,Uniform
11,4,3200,0.000215178,Uniform
1,4,6400,9.06181e-05,Uniform
2,4,6400,0.000126716,Uniform
3,4,6400,0.000161495,Uniform
4,4,6400,0.000204885,Uniform
5,4,6400,0.000237866,Uniform
6,4,6400,0.000246544,Uniform
7,4,6400,0.000267988,Uniform
8,4,6400,0.000301461,Uniform
9,4,6400,0.000328094,Uniform
10,4,6400,0.000349562,Uniform
11,4,6400,0.000370269,Uniform
1,4,12800,0.000115316,Uniform
2,4,12800,0.000167917,Uniform
3,4,12800,0.000214612,Uniform
4,4,12800,0.000262221,Uniform
5,4,12800,0.000289185,Uniform
6,4,12800,0.000429717,Uniform
7,4,12800,0.000352608,Uniform
8,4,12800,0.000394688,Uniform
9,4,12800,0.000439234,Uniform
10,4,12800,0.000452217,Uniform
11,4,12800,0.000484706,Uniform
1,4,25600,0.000121267,Uniform
2,4,25600,0.000188992,Uniform
3,4,25600,0.000250664,Uniform
4,4,25600,0.000303382,Uniform
5,4,25600,0.00034169,Uniform
6,4,25600,0.000371815,Uniform
7,4,25600,0.000408141,Uniform
8,4,25600,0.000459381,Uniform
9,4,25600,0.00049554,Uniform
10,4,25600,0.000519912,Uniform
11,4,25600,0.000556366,Uniform
1,4,51200,0.000184569,Uniform
2,4,51200,0.00026972,Uniform
3,4,51200,0.000353546,Uniform
4,4,51200,0.000452289,Uniform
5,4,51200,0.000566303,Uniform
6,4,51200,0.000586512,Uniform
7,4,51200,0.000688888,Uniform
8,4,51200,0.00075064,Uniform
9,4,51200,0.000845543,Uniform
10,4,51200,0.000878421,Uniform
11,4,51200,0.000918344,Uniform
1,4,102400,0.000196178,Uniform
2,4,102400,0.000292773,Uniform
3,4,102400,0.000325579,Uniform
4,4,102400,0.000425668,Uniform
5,4,102400,0.000446872,Uniform
6,4,102400,0.00053394,Uniform
7,4,102400,0.000653062,Uniform
8,4,102400,0.000664823,Uniform
9,4,102400,0.000724047,Uniform
10,4,102400,0.000790018,Uniform
11,4,102400,0.00080607,Uniform
1,4,204800,0.000258875,Uniform
2,4,204800,0.00046777,Uniform
3,4,204800,0.000693253,Uniform
4,4,204800,0.00080449,Uniform
5,4,204800,0.00129369,Uniform
6,4,204800,0.00113323,Uniform
7,4,204800,0.00102058,Uniform
8,4,204800,0.00116782,Uniform
9,4,204800,0.00125489,Uniform
10,4,204800,0.00153593,Uniform
11,4,204800,0.00159887,Uniform
1,4,409600,0.000336965,Uniform
2,4,409600,0.00111791,Uniform
3,4,409600,0.000685775,Uniform
4,4,409600,0.00110439,Uniform
5,4,409600,0.00097714,Uniform
6,4,409600,0.00112605,Uniform
7,4,409600,0.00136234,Uniform
8,4,409600,0.00137989,Uniform
9,4,409600,0.00163772,Uniform
10,4,409600,0.00165965,Uniform
11,4,409600,0.00170313,Uniform
1,4,819200,0.000568466,Uniform
2,4,819200,0.000744176,Uniform
3,4,819200,0.000951849,Uniform
4,4,819200,0.00112252,Uniform
5,4,819200,0.00130263,Uniform
6,4,819200,0.00146234,Uniform
7,4,819200,0.0016487,Uniform
8,4,819200,0.00250166,Uniform
9,4,819200,0.00209296,Uniform
10,4,819200,0.0027804,Uniform
11,4,819200,0.00297447,Uniform
1,4,50,9.7008e-06,Gaussian
2,4,50,1.29434e-05,Gaussian
3,4,50,2.41383e-05,Gaussian
4,4,50,1.7668e-05,Gaussian
5,4,50,2.05675e-05,Gaussian
6,4,50,2.12127e-05,Gaussian
7,4,50,2.28517e-05,Gaussian
8,4,50,2.59379e-05,Gaussian
9,4,50,2.85082e-05,Gaussian
10,4,50,2.91623e-05,Gaussian
11,4,50,3.05859e-05,Gaussian
1,4,100,1.54611e-05,Gaussian
2,4,100,1.9678e-05,Gaussian
3,4,100,2.44036e-05,Gaussian
4,4,100,2.96275e-05,Gaussian
5,4,100,3.3622e-05,Gaussian
6,4,100,3.56033e-05,Gaussian
7,4,100,3.7959e-05,Gaussian
8,4,100,4.19936e-05,Gaussian
9,4,100,4.42254e-05,Gaussian
10,4,100,4.49092e-05,Gaussian
11,4,100,4.78498e-05,Gaussian
1,4,200,2.11407e-05,Gaussian
2,4,200,2.68213e-05,Gaussian
3,4,200,3.27893e-05,Gaussian
4,4,200,3.76879e-05,Gaussian
5,4,200,4.34207e-05,Gaussian
6,4,200,4.6407e-05,Gaussian
7,4,200,4.96569e-05,Gaussian
8,4,200,5.63599e-05,Gaussian
9,4,200,6.02236e-05,Gaussian
10,4,200,6.36471e-05,Gaussian
11,4,200,6.74551e-05,Gaussian
1,4,400,2.9284e-05,Gaussian
2,4,400,3.99127e-05,Gaussian
3,4,400,5.013e-05,Gaussian
4,4,400,6.1751e-05,Gaussian
5,4,400,6.9237e-05,Gaussian
6,4,400,7.44952e-05,Gaussian
7,4,400,8.16344e-05,Gaussian
8,4,400,9.05109e-05,Gaussian
9,4,400,9.7328e-05,Gaussian
10,4,400,0.000102291,Gaussian
11,4,400,0.000108406,Gaussian
1,4,800,3.59358e-05,Gaussian
2,4,800,4.5433e-05,Gaussian
3,4,800,5.66929e-05,Gaussian
4,4,800,6.88829e-05,Gaussian
5,4,800,7.67957e-05,Gaussian
6,4,800,8.18086e-05,Gaussian
7,4,800,8.90153e-05,Gaussian
8,4,800,9.88238e-05,Gaussian
9,4,800,0.000108066,Gaussian
10,4,800,0.000113137,Gaussian
11,4,800,0.000120669,Gaussian
1,4,1600,4.99272e-05,Gaussian
2,4,1600,5.92695e-05,Gaussian
3,4,1600,7.44173e-05,Gaussian
4,4,1600,8.75751e-05,Gaussian
5,4,1600,9.79003e-05,Gaussian
6,4,1600,0.000108931,Gaussian
7,4,1600,0.000118113,Gaussian
8,4,1600,0.0001298,Gaussian
9,4,1600,0.000139925,Gaussian
10,4,1600,0.000148127,Gaussian
11,4,1600,0.000153929,Gaussian
1,4,3200,8.39847e-05,Gaussian
2,4,3200,0.000114282,Gaussian
3,4,3200,0.000145119,Gaussian
4,4,3200,0.000172787,Gaussian
5,4,3200,0.000189334,Gaussian
6,4,3200,0.000201304,Gaussian
7,4,3200,0.000221766,Gaussian
8,4,3200,0.000246094,Gaussian
9,4,3200,0.000266242,Gaussian
10,4,3200,0.000277214,Gaussian
11,4,3200,0.000294343,Gaussian
1,4,6400,0.000116738,Gaussian
2,4,6400,0.000174935,Gaussian
3,4,6400,0.000198215,Gaussian
4,4,6400,0.000232798,Gaussian
5,4,6400,0.000263718,Gaussian
6,4,6400,0.000284396,Gaussian
7,4,6400,0.000311473,Gaussian
8,4,6400,0.000349828,Gaussian
9,4,6400,0.000377496,Gaussian
10,4,6400,0.000396098,Gaussian
11,4,6400,0.000422208,Gaussian
1,4,12800,0.000130854,Gaussian
2,4,12800,0.000181779,Gaussian
3,4,12800,0.00022722,Gaussian
4,4,12800,0.000279468,Gaussian
5,4,12800,0.000309625,Gaussian
6,4,12800,0.000338947,Gaussian
7,4,12800,0.000369278,Gaussian
8,4,12800,0.000414983,Gaussian
9,4,12800,0.000449793,Gaussian
10,4,12800,0.000472115,Gaussian
11,4,12800,0.000524404,Gaussian
1,4,25600,0.000157646,Gaussian
2,4,25600,0.000209676,Gaussian
3,4,25600,0.000258426,Gaussian
4,4,25600,0.000308296,Gaussian
5,4,25600,0.000364035,Gaussian
6,4,25600,0.000381211,Gaussian
7,4,25600,0.000418966,Gaussian
8,4,25600,0.00045531,Gaussian
9,4,25600,0.0004948,Gaussian
10,4,25600,0.000518799,Gaussian
11,4,25600,0.0005605,Gaussian
1,4,51200,0.000186299,Gaussian
2,4,51200,0.000263914,Gaussian
3,4,51200,0.000325307,Gaussian
4,4,51200,0.000380729,Gaussian
5,4,51200,0.000443125,Gaussian
6,4,51200,0.00049085,Gaussian
7,4,51200,0.000542722,Gaussian
8,4,51200,0.000605665,Gaussian
9,4,51200,0.000656184,Gaussian
10,4,51200,0.000693672,Gaussian
11,4,51200,0.000747869,Gaussian
1,4,102400,0.000254233,Gaussian
2,4,102400,0.000400778,Gaussian
3,4,102400,0.000489418,Gaussian
4,4,102400,0.00086669,Gaussian
5,4,102400,0.000696123,Gaussian
6,4,102400,0.000723867,Gaussian
7,4,102400,0.000781284,Gaussian
8,4,102400,0.00089828,Gaussian
9,4,102400,0.000951082,Gaussian
10,4,102400,0.000998365,Gaussian
11,4,102400,0.00104074,Gaussian
1,4,204800,0.000251998,Gaussian
2,4,204800,0.000438899,Gaussian
3,4,204800,0.000553883,Gaussian
4,4,204800,0.000819447,Gaussian
5,4,204800,0.000786362,Gaussian
6,4,204800,0.000861718,Gaussian
7,4,204800,0.00100124,Gaussian
8,4,204800,0.0011183,Gaussian
9,4,204800,0.00119695,Gaussian
10,4,204800,0.00122399,Gaussian
11,4,204800,0.00135988,Gaussian
1,4,409600,0.000359823,Gaussian
2,4,409600,0.000508426,Gaussian
3,4,409600,0.000649421,Gaussian
4,4,409600,0.000806022,Gaussian
5,4,409600,0.000901604,Gaussian
6,4,409600,0.000996289,Gaussian
7,4,409600,0.00109529,Gaussian
8,4,409600,0.00129955,Gaussian
9,4,409600,0.00162348,Gaussian
10,4,409600,0.00147898,Gaussian
11,4,409600,0.00151704,Gaussian
1,4,819200,0.000478587,Gaussian
2,4,819200,0.000757256,Gaussian
3,4,819200,0.00106409,Gaussian
4,4,819200,0.00128187,Gaussian
5,4,819200,0.001446,Gaussian
6,4,819200,0.00162068,Gaussian
7,4,819200,0.00187577,Gaussian
8,4,819200,0.00200866,Gaussian
9,4,819200,0.00215393,Gaussian
10,4,819200,0.00225685,Gaussian
11,4,819200,0.00240501,Gaussian
