K,Dimension,Number of Points,Time,Distribution
10,3,6400,0.000167697,Uniform
11,3,6400,0.000167635,Uniform
1,3,12800,0.000342943,Uniform
2,3,12800,0.00034328,Uniform
3,3,12800,0.000343965,Uniform
4,3,12800,0.000343541,Uniform
5,3,12800,0.000371429,Uniform
6,3,12800,0.000348813,Uniform
7,3,12800,0.000344021,Uniform
8,3,12800,0.000355861,Uniform
9,3,12800,0.000350162,Uniform
10,3,12800,0.00034628,Uniform
11,3,12800,0.000344134,Uniform
1,3,25600,0.000805609,Uniform
2,3,25600,0.000806547,Uniform
3,3,25600,0.000807294,Uniform
4,3,25600,0.000832142,Uniform
5,3,25600,0.000810457,Uniform
6,3,25600,0.000810824,Uniform
7,3,25600,0.000808979,Uniform
8,3,25600,0.000809163,Uniform
9,3,25600,0.000807209,Uniform
10,3,25600,0.000807467,Uniform
11,3,25600,0.000886304,Uniform
1,3,51200,0.00173836,Uniform
2,3,51200,0.00173498,Uniform
3,3,51200,0.00175753,Uniform
4,3,51200,0.00175392,Uniform
5,3,51200,0.00173819,Uniform
6,3,51200,0.00173988,Uniform
7,3,51200,0.00177544,Uniform
8,3,51200,0.0017406,Uniform
9,3,51200,0.00176262,Uniform
10,3,51200,0.00174043,Uniform
11,3,51200,0.00179236,Uniform
1,3,102400,0.00409665,Uniform
2,3,102400,0.00409844,Uniform
3,3,102400,0.00411734,Uniform
4,3,102400,0.00406039,Uniform
5,3,102400,0.00408471,Uniform
6,3,102400,0.0041457,Uniform
7,3,102400,0.00410092,Uniform
8,3,102400,0.0041469,Uniform
9,3,102400,0.00408167,Uniform
10,3,102400,0.00406168,Uniform
11,3,102400,0.00419657,Uniform
1,3,204800,0.00803915,Uniform
2,3,204800,0.00804777,Uniform
3,3,204800,0.00802908,Uniform
4,3,204800,0.00851825,Uniform
5,3,204800,0.00798621,Uniform
6,3,204800,0.00808495,Uniform
7,3,204800,0.00800182,Uniform
8,3,204800,0.008051,Uniform
9,3,204800,0.00806095,Uniform
10,3,204800,0.0080693,Uniform
11,3,204800,0.00803629,Uniform
1,3,409600,0.0203836,Uniform
2,3,409600,0.020288,Uniform
3,3,409600,0.0203326,Uniform
4,3,409600,0.0203152,Uniform
5,3,409600,0.0205354,Uniform
6,3,409600,0.0203316,Uniform
7,3,409600,0.0203159,Uniform
8,3,409600,0.0204537,Uniform
9,3,409600,0.0203821,Uniform
10,3,409600,0.0204327,Uniform
11,3,409600,0.0204026,Uniform
1,3,819200,0.0342462,Uniform
2,3,819200,0.0344584,Uniform
3,3,819200,0.0343724,Uniform
4,3,819200,0.0347277,Uniform
5,3,819200,0.0348006,Uniform
6,3,819200,0.0350924,Uniform
7,3,819200,0.0376346,Uniform
8,3,819200,0.0372656,Uniform
9,3,819200,0.0357097,Uniform
10,3,819200,0.0346109,Uniform
11,3,819200,0.034346,Uniform
1,3,50,1.03686e-05,Gaussian
2,3,50,1.29971e-05,Gaussian
3,3,50,2.04779e-05,Gaussian
4,3,50,2.07995e-05,Gaussian
5,3,50,2.52553e-05,Gaussian
6,3,50,2.19194e-05,Gaussian
7,3,50,2.4601e-05,Gaussian
8,3,50,2.86924e-05,Gaussian
9,3,50,3.33283e-05,Gaussian
10,3,50,3.30417e-05,Gaussian
11,3,50,3.75352e-05,Gaussian
1,3,100,1.39171e-05,Gaussian
2,3,100,1.41366e-05,Gaussian
3,3,100,2.03662e-05,Gaussian
4,3,100,2.04042e-05,Gaussian
5,3,100,2.8263e-05,Gaussian
6,3,100,2.12199e-05,Gaussian
7,3,100,2.1088e-05,Gaussian
8,3,100,2.42326e-05,Gaussian
9,3,100,2.61115e-05,Gaussian
10,3,100,2.57359e-05,Gaussian
11,3,100,3.01089e-05,Gaussian
1,3,200,3.56532e-05,Gaussian
2,3,200,3.58957e-05,Gaussian
3,3,200,3.60588e-05,Gaussian
4,3,200,3.64937e-05,Gaussian
5,3,200,3.67143e-05,Gaussian
6,3,200,3.68353e-05,Gaussian
7,3,200,4.4299e-05,Gaussian
8,3,200,4.43266e-05,Gaussian
9,3,200,4.47813e-05,Gaussian
10,3,200,4.47772e-05,Gaussian
11,3,200,4.02682e-05,Gaussian
1,3,400,4.06058e-05,Gaussian
2,3,400,4.09166e-05,Gaussian
3,3,400,4.1272e-05,Gaussian
4,3,400,4.12027e-05,Gaussian
5,3,400,4.80926e-05,Gaussian
6,3,400,4.80656e-05,Gaussian
7,3,400,4.80318e-05,Gaussian
8,3,400,5.66506e-05,Gaussian
9,3,400,5.70018e-05,Gaussian
10,3,400,5.69852e-05,Gaussian
11,3,400,5.75606e-05,Gaussian
1,3,800,7.6436e-05,Gaussian
2,3,800,7.54475e-05,Gaussian
3,3,800,7.46292e-05,Gaussian
4,3,800,7.45513e-05,Gaussian
5,3,800,7.49803e-05,Gaussian
6,3,800,7.49305e-05,Gaussian
7,3,800,7.50069e-05,Gaussian
8,3,800,7.49671e-05,Gaussian
9,3,800,7.5395e-05,Gaussian
10,3,800,7.55699e-05,Gaussian
11,3,800,7.53455e-05,Gaussian
1,3,1600,0.000305825,Gaussian
2,3,1600,0.000306079,Gaussian
3,3,1600,0.000306592,Gaussian
4,3,1600,0.000306175,Gaussian
5,3,1600,0.000310673,Gaussian
6,3,1600,0.000307046,Gaussian
7,3,1600,0.00030645,Gaussian
8,3,1600,0.000306651,Gaussian
9,3,1600,0.000306743,Gaussian
10,3,1600,0.000306858,Gaussian
11,3,1600,0.00030698,Gaussian
1,3,3200,0.000640863,Gaussian
2,3,3200,0.000689635,Gaussian
3,3,3200,0.0006822,Gaussian
4,3,3200,0.000676277,Gaussian
5,3,3200,0.000658217,Gaussian
6,3,3200,0.000640371,Gaussian
7,3,3200,0.000648891,Gaussian
8,3,3200,0.000640382,Gaussian
9,3,3200,0.00063996,Gaussian
10,3,3200,0.000641541,Gaussian
11,3,3200,0.000658542,Gaussian
1,3,6400,0.00222046,Gaussian
2,3,6400,0.00226993,Gaussian
3,3,6400,0.00223837,Gaussian
4,3,6400,0.00221826,Gaussian
5,3,6400,0.00220903,Gaussian
6,3,6400,0.00221726,Gaussian
7,3,6400,0.00227676,Gaussian
8,3,6400,0.0022953,Gaussian
9,3,6400,0.00224842,Gaussian
10,3,6400,0.00221489,Gaussian
11,3,6400,0.00224774,Gaussian
1,3,12800,0.0048148,Gaussian
2,3,12800,0.00498928,Gaussian
3,3,12800,0.00509327,Gaussian
4,3,12800,0.00499149,Gaussian
5,3,12800,0.00504085,Gaussian
6,3,12800,0.00498144,Gaussian
7,3,12800,0.004835,Gaussian
8,3,12800,0.00490455,Gaussian
9,3,12800,0.00485074,Gaussian
10,3,12800,0.00493318,Gaussian
11,3,12800,0.00497083,Gaussian
1,3,25600,0.00850929,Gaussian
2,3,25600,0.00839484,Gaussian
3,3,25600,0.00834109,Gaussian
4,3,25600,0.00831001,Gaussian
5,3,25600,0.00830951,Gaussian
6,3,25600,0.00834322,Gaussian
7,3,25600,0.00940918,Gaussian
8,3,25600,0.00841699,Gaussian
9,3,25600,0.00827622,Gaussian
10,3,25600,0.00834694,Gaussian
11,3,25600,0.0082664,Gaussian
1,3,51200,0.0242915,Gaussian
2,3,51200,0.024399,Gaussian
3,3,51200,0.0242617,Gaussian
4,3,51200,0.0242903,Gaussian
5,3,51200,0.0243123,Gaussian
6,3,51200,0.0245635,Gaussian
7,3,51200,0.0243729,Gaussian
8,3,51200,0.0247199,Gaussian
9,3,51200,0.0244939,Gaussian
10,3,51200,0.0246609,Gaussian
11,3,51200,0.0245652,Gaussian
1,3,102400,0.054904,Gaussian
2,3,102400,0.0540203,Gaussian
3,3,102400,0.05406,Gaussian
4,3,102400,0.0541967,Gaussian
5,3,102400,0.0537129,Gaussian
6,3,102400,0.0563569,Gaussian
7,3,102400,0.056027,Gaussian
8,3,102400,0.0556859,Gaussian
9,3,102400,0.0585813,Gaussian
10,3,102400,0.0539277,Gaussian
11,3,102400,0.0575493,Gaussian
1,3,204800,0.0947741,Gaussian
2,3,204800,0.102816,Gaussian
3,3,204800,0.091438,Gaussian
4,3,204800,0.0871187,Gaussian
5,3,204800,0.0856671,Gaussian
6,3,204800,0.0856043,Gaussian
7,3,204800,0.0863564,Gaussian
8,3,204800,0.0855521,Gaussian
9,3,204800,0.0857138,Gaussian
10,3,204800,0.0868506,Gaussian
11,3,204800,0.0870897,Gaussian
1,3,409600,0.337541,Gaussian
2,3,409600,0.329027,Gaussian
3,3,409600,0.33037,Gaussian
4,3,409600,0.331105,Gaussian
5,3,409600,0.328818,Gaussian
6,3,409600,0.328047,Gaussian
7,3,409600,0.327915,Gaussian
8,3,409600,0.327889,Gaussian
9,3,409600,0.327245,Gaussian
10,3,409600,0.327287,Gaussian
11,3,409600,0.327714,Gaussian
1,3,819200,0.695564,Gaussian
2,3,819200,0.696235,Gaussian
3,3,819200,0.696388,Gaussian
4,3,819200,0.696481,Gaussian
5,3,819200,0.696161,Gaussian
6,3,819200,0.705054,Gaussian
7,3,819200,0.696558,Gaussian
8,3,819200,0.695861,Gaussian
9,3,819200,0.697824,Gaussian
10,3,819200,0.695709,Gaussian
11,3,819200,0.695404,Gaussian
1,4,50,4.94351e-05,Uniform
2,4,50,6.07626e-05,Uniform
3,4,50,8.89802e-05,Uniform
4,4,50,0.000113214,Uniform
5,4,50,0.000134836,Uniform
6,4,50,0.000133091,Uniform
7,4,50,0.000142651,Uniform
8,4,50,0.000143133,Uniform
9,4,50,0.000174188,Uniform
10,4,50,0.000165844,Uniform
11,4,50,0.000177331,Uniform
1,4,100,2.65946e-05,Uniform
2,4,100,3.46344e-05,Uniform
3,4,100,4.24994e-05,Uniform
4,4,100,5.8895e-05,Uniform
5,4,100,6.92308e-05,Uniform
6,4,100,7.47661e-05,Uniform
7,4,100,8.12884e-05,Uniform
8,4,100,0.000102304,Uniform
9,4,100,0.000113902,Uniform
10,4,100,0.00011408,Uniform
11,4,100,0.000113993,Uniform
1,4,200,1.79127e-05,Uniform
2,4,200,4.52172e-05,Uniform
3,4,200,5.55134e-05,Uniform
4,4,200,5.54145e-05,Uniform
5,4,200,5.57466e-05,Uniform
6,4,200,5.56932e-05,Uniform
7,4,200,6.52554e-05,Uniform
8,4,200,9.66833e-05,Uniform
9,4,200,9.72253e-05,Uniform
10,4,200,9.69878e-05,Uniform
11,4,200,0.000119936,Uniform
1,4,400,1.50717e-05,Uniform
2,4,400,3.47542e-05,Uniform
3,4,400,5.69378e-05,Uniform
4,4,400,6.51848e-05,Uniform
5,4,400,6.36071e-05,Uniform
6,4,400,7.16783e-05,Uniform
7,4,400,7.151e-05,Uniform
8,4,400,7.83251e-05,Uniform
9,4,400,7.20508e-05,Uniform
10,4,400,7.18085e-05,Uniform
11,4,400,7.28273e-05,Uniform
1,4,800,1.389e-05,Uniform
2,4,800,1.40169e-05,Uniform
3,4,800,2.84043e-05,Uniform
4,4,800,4.36299e-05,Uniform
5,4,800,5.37444e-05,Uniform
6,4,800,8.06051e-05,Uniform
7,4,800,0.000109987,Uniform
8,4,800,0.000117608,Uniform
9,4,800,0.000117894,Uniform
10,4,800,0.000118026,Uniform
11,4,800,0.000124349,Uniform
1,4,1600,2.65003e-05,Uniform
2,4,1600,1.99605e-05,Uniform
3,4,1600,3.20671e-05,Uniform
4,4,1600,3.11508e-05,Uniform
5,4,1600,5.74772e-05,Uniform
6,4,1600,5.73085e-05,Uniform
7,4,1600,5.73596e-05,Uniform
8,4,1600,7.4162e-05,Uniform
9,4,1600,7.41434e-05,Uniform
10,4,1600,7.41591e-05,Uniform
11,4,1600,0.000101073,Uniform
1,4,3200,3.72152e-05,Uniform
2,4,3200,3.7405e-05,Uniform
3,4,3200,3.77142e-05,Uniform
4,4,3200,3.76762e-05,Uniform
5,4,3200,3.80659e-05,Uniform
6,4,3200,3.80051e-05,Uniform
7,4,3200,3.80784e-05,Uniform
8,4,3200,3.80441e-05,Uniform
9,4,3200,3.83631e-05,Uniform
10,4,3200,3.83647e-05,Uniform
11,4,3200,3.83865e-05,Uniform
1,4,6400,5.8072e-05,Uniform
2,4,6400,5.96041e-05,Uniform
3,4,6400,5.83793e-05,Uniform
4,4,6400,5.89254e-05,Uniform
5,4,6400,5.85816e-05,Uniform
6,4,6400,5.87563e-05,Uniform
7,4,6400,5.86624e-05,Uniform
8,4,6400,5.87186e-05,Uniform
9,4,6400,5.90449e-05,Uniform
10,4,6400,5.90698e-05,Uniform
11,4,6400,5.90896e-05,Uniform
1,4,12800,0.000109898,Uniform
2,4,12800,0.000110054,Uniform
3,4,12800,0.00011038,Uniform
4,4,12800,0.000110354,Uniform
5,4,12800,0.000110602,Uniform
6,4,12800,0.000110648,Uniform
7,4,12800,0.000110582,Uniform
8,4,12800,0.000110611,Uniform
9,4,12800,0.000110932,Uniform
10,4,12800,0.000110998,Uniform
11,4,12800,0.0001111,Uniform
1,4,25600,0.000222915,Uniform
2,4,25600,0.000226027,Uniform
3,4,25600,0.00022335,Uniform
4,4,25600,0.000222554,Uniform
5,4,25600,0.000222506,Uniform
6,4,25600,0.000222594,Uniform
7,4,25600,0.000222534,Uniform
8,4,25600,0.000222562,Uniform
9,4,25600,0.000233322,Uniform
10,4,25600,0.000223131,Uniform
11,4,25600,0.000226031,Uniform
1,4,51200,0.000537691,Uniform
2,4,51200,0.000534527,Uniform
3,4,51200,0.00054785,Uniform
4,4,51200,0.0005346,Uniform
5,4,51200,0.000535332,Uniform
6,4,51200,0.000534334,Uniform
7,4,51200,0.000534193,Uniform
8,4,51200,0.000536617,Uniform
9,4,51200,0.000540083,Uniform
10,4,51200,0.000535682,Uniform
11,4,51200,0.000535761,Uniform
1,4,102400,0.0012904,Uniform
2,4,102400,0.00127033,Uniform
3,4,102400,0.0012394,Uniform
4,4,102400,0.00123953,Uniform
5,4,102400,0.00129088,Uniform
6,4,102400,0.00123939,Uniform
7,4,102400,0.00124263,Uniform
8,4,102400,0.00123731,Uniform
9,4,102400,0.00125003,Uniform
10,4,102400,0.00123757,Uniform
11,4,102400,0.00128956,Uniform
1,4,204800,0.00263228,Uniform
2,4,204800,0.00258174,Uniform
3,4,204800,0.00260616,Uniform
4,4,204800,0.00269547,Uniform
5,4,204800,0.0027828,Uniform
6,4,204800,0.00261036,Uniform
7,4,204800,0.00259755,Uniform
8,4,204800,0.00261945,Uniform
9,4,204800,0.00259019,Uniform
10,4,204800,0.00259621,Uniform
11,4,204800,0.00259043,Uniform
1,4,409600,0.0046363,Uniform
2,4,409600,0.00455526,Uniform
3,4,409600,0.00466015,Uniform
4,4,409600,0.00456261,Uniform
5,4,409600,0.00458227,Uniform
6,4,409600,0.00453746,Uniform
7,4,409600,0.00457106,Uniform
8,4,409600,0.00456416,Uniform
9,4,409600,0.00455967,Uniform
10,4,409600,0.00454652,Uniform
11,4,409600,0.00459079,Uniform
1,4,819200,0.0100435,Uniform
2,4,819200,0.0100334,Uniform
3,4,819200,0.00999167,Uniform
4,4,819200,0.00991989,Uniform
5,4,819200,0.00996947,Uniform
6,4,819200,0.00991547,Uniform
7,4,819200,0.00992948,Uniform
8,4,819200,0.0100007,Uniform
9,4,819200,0.00994104,Uniform
10,4,819200,0.00992059,Uniform
11,4,819200,0.0100099,Uniform
1,4,50,4.61948e-05,Gaussian
2,4,50,7.26026e-05,Gaussian
3,4,50,7.31891e-05,Gaussian
4,4,50,7.27123e-05,Gaussian
5,4,50,0.000104995,Gaussian
6,4,50,0.000114347,Gaussian
7,4,50,0.000114415,Gaussian
8,4,50,0.000114375,Gaussian
9,4,50,0.000125417,Gaussian
10,4,50,0.000128678,Gaussian
11,4,50,0.000125466,Gaussian
1,4,100,1.66363e-05,Gaussian
2,4,100,2.85686e-05,Gaussian
3,4,100,4.11838e-05,Gaussian
4,4,100,4.90914e-05,Gaussian
5,4,100,5.57043e-05,Gaussian
6,4,100,6.36517e-05,Gaussian
7,4,100,6.36186e-05,Gaussian
8,4,100,6.99963e-05,Gaussian
9,4,100,7.9394e-05,Gaussian
10,4,100,9.09614e-05,Gaussian
11,4,100,0.000104025,Gaussian
1,4,200,2.95041e-05,Gaussian
2,4,200,2.96713e-05,Gaussian
3,4,200,3.97226e-05,Gaussian
4,4,200,3.96318e-05,Gaussian
5,4,200,3.99622e-05,Gaussian
6,4,200,4.00535e-05,Gaussian
7,4,200,3.99928e-05,Gaussian
8,4,200,6.83545e-05,Gaussian
9,4,200,6.86174e-05,Gaussian
10,4,200,6.85919e-05,Gaussian
11,4,200,6.86406e-05,Gaussian
1,4,400,5.65309e-05,Gaussian
2,4,400,5.67047e-05,Gaussian
3,4,400,5.69321e-05,Gaussian
4,4,400,5.74453e-05,Gaussian
5,4,400,6.0173e-05,Gaussian
6,4,400,5.75277e-05,Gaussian
7,4,400,6.14136e-05,Gaussian
8,4,400,5.74649e-05,Gaussian
9,4,400,5.78344e-05,Gaussian
10,4,400,5.76961e-05,Gaussian
11,4,400,8.10257e-05,Gaussian
1,4,800,6.97362e-05,Gaussian
2,4,800,6.98919e-05,Gaussian
3,4,800,8.61908e-05,Gaussian
4,4,800,8.71634e-05,Gaussian
5,4,800,8.65434e-05,Gaussian
6,4,800,8.63124e-05,Gaussian
7,4,800,8.63619e-05,Gaussian
8,4,800,9.90125e-05,Gaussian
9,4,800,8.6926e-05,Gaussian
10,4,800,8.67652e-05,Gaussian
11,4,800,8.68041e-05,Gaussian
1,4,1600,0.000145515,Gaussian
2,4,1600,0.000145552,Gaussian
3,4,1600,0.000145972,Gaussian
4,4,1600,0.00014592,Gaussian
5,4,1600,0.000146464,Gaussian
6,4,1600,0.00014714,Gaussian
7,4,1600,0.00014623,Gaussian
8,4,1600,0.000146292,Gaussian
9,4,1600,0.000146447,Gaussian
10,4,1600,0.000146734,Gaussian
11,4,1600,0.000150794,Gaussian
1,4,3200,0.000403483,Gaussian
2,4,3200,0.000403592,Gaussian
3,4,3200,0.000404115,Gaussian
4,4,3200,0.000403951,Gaussian
5,4,3200,0.000407557,Gaussian
6,4,3200,0.000436316,Gaussian
7,4,3200,0.000405826,Gaussian
8,4,3200,0.000408801,Gaussian
9,4,3200,0.000405813,Gaussian
10,4,3200,0.00042044,Gaussian
11,4,3200,0.000429456,Gaussian
1,4,6400,0.00117155,Gaussian
2,4,6400,0.00115673,Gaussian
3,4,6400,0.00115678,Gaussian
4,4,6400,0.00115649,Gaussian
5,4,6400,0.00118,Gaussian
6,4,6400,0.00116891,Gaussian
7,4,6400,0.00117467,Gaussian
8,4,6400,0.00115927,Gaussian
9,4,6400,0.00115982,Gaussian
10,4,6400,0.00115794,Gaussian
11,4,6400,0.00115795,Gaussian
1,4,12800,0.00180619,Gaussian
2,4,12800,0.00181472,Gaussian
3,4,12800,0.00180543,Gaussian
4,4,12800,0.00180445,Gaussian
5,4,12800,0.00182141,Gaussian
6,4,12800,0.00182355,Gaussian
7,4,12800,0.0018054,Gaussian
8,4,12800,0.00186425,Gaussian
9,4,12800,0.00180473,Gaussian
10,4,12800,0.00180827,Gaussian
11,4,12800,0.00180738,Gaussian
1,4,25600,0.00453946,Gaussian
2,4,25600,0.00454281,Gaussian
3,4,25600,0.00453139,Gaussian
4,4,25600,0.00454951,Gaussian
5,4,25600,0.00453638,Gaussian
6,4,25600,0.00452761,Gaussian
7,4,25600,0.00454298,Gaussian
8,4,25600,0.00457654,Gaussian
9,4,25600,0.00453514,Gaussian
10,4,25600,0.00452812,Gaussian
11,4,25600,0.00454875,Gaussian
1,4,51200,0.0126006,Gaussian
2,4,51200,0.0125799,Gaussian
3,4,51200,0.0126426,Gaussian
4,4,51200,0.0125657,Gaussian
5,4,51200,0.0125881,Gaussian
6,4,51200,0.0125965,Gaussian
7,4,51200,0.0125945,Gaussian
8,4,51200,0.0126101,Gaussian
9,4,51200,0.0125818,Gaussian
10,4,51200,0.0126466,Gaussian
11,4,51200,0.0125883,Gaussian
1,4,102400,0.0368745,Gaussian
2,4,102400,0.0369258,Gaussian
3,4,102400,0.0367527,Gaussian
4,4,102400,0.0369607,Gaussian
5,4,102400,0.0369716,Gaussian
6,4,102400,0.0367919,Gaussian
7,4,102400,0.0368736,Gaussian
8,4,102400,0.0368251,Gaussian
9,4,102400,0.036845,Gaussian
10,4,102400,0.0370195,Gaussian
11,4,102400,0.0375588,Gaussian
1,4,204800,0.0716925,Gaussian
2,4,204800,0.0722373,Gaussian
3,4,204800,0.0713162,Gaussian
4,4,204800,0.0717086,Gaussian
5,4,204800,0.0715452,Gaussian
6,4,204800,0.0719224,Gaussian
7,4,204800,0.0716982,Gaussian
8,4,204800,0.0717242,Gaussian
9,4,204800,0.0715879,Gaussian
10,4,204800,0.0718531,Gaussian
11,4,204800,0.070899,Gaussian
1,4,409600,0.29293,Gaussian
2,4,409600,0.305918,Gaussian
3,4,409600,0.292148,Gaussian
4,4,409600,0.293702,Gaussian
5,4,409600,0.302126,Gaussian
6,4,409600,0.290951,Gaussian
7,4,409600,0.290618,Gaussian
8,4,409600,0.290587,Gaussian
9,4,409600,0.298715,Gaussian
10,4,409600,0.297109,Gaussian
11,4,409600,0.297022,Gaussian
1,4,819200,0.450204,Gaussian
2,4,819200,0.447389,Gaussian
3,4,819200,0.440034,Gaussian
4,4,819200,0.43365,Gaussian
5,4,819200,0.435333,Gaussian
6,4,819200,0.440973,Gaussian
7,4,819200,0.440626,Gaussian
8,4,819200,0.43829,Gaussian
9,4,819200,0.43488,Gaussian
10,4,819200,0.434152,Gaussian
11,4,819200,0.435184,Gaussian
